,state,year,quater,transaction_type,transaction_count,transaction_amount
3153,punjab,2020,3,Others,82516,46176796.076553434
3154,punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
3155,punjab,2020,4,Merchant payments,7144295,6142380827.109474
3156,punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
3157,punjab,2020,4,Financial Services,38820,51677182.316327386
3158,punjab,2020,4,Others,133204,92887343.34418696
3159,punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
3160,punjab,2021,1,Merchant payments,9333364,7651004598.907397
3161,punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
3162,punjab,2021,1,Financial Services,43094,52009482.41407214
3163,punjab,2021,1,Others,110366,98366463.19387978
3164,punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
3165,punjab,2021,2,Merchant payments,11225598,9710508482.436422
3166,punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
3167,punjab,2021,2,Financial Services,46218,53309051.06501615
3168,punjab,2021,2,Others,127460,113998049.29147904
3169,punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
3170,punjab,2021,3,Merchant payments,16837685,14103740968.543571
3171,punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
3172,punjab,2021,3,Financial Services,43789,63576666.590925634
3173,punjab,2021,3,Others,161494,135069073.84402025
3174,punjab,2021,4,Merchant payments,22669743,20753662875.546524
3175,punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
3176,punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
3177,punjab,2021,4,Financial Services,58581,86356456.60324252
3178,punjab,2021,4,Others,201576,151230100.5948589
3179,punjab,2022,1,Merchant payments,25979197,23217511696.823074
3180,punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
3181,punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
3182,punjab,2022,1,Financial Services,57561,83933665.00820544
3183,punjab,2022,1,Others,178159,125418506.96271203
3184,punjab,2022,2,Merchant payments,35941880,28585688543.687046
3185,punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
3186,punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
3187,punjab,2022,2,Financial Services,50483,57234782.46271807
3188,punjab,2022,2,Others,167081,111934787.80332904
3189,punjab,2022,3,Merchant payments,43089589,32370885165.312702
3190,punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
3191,punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
3192,punjab,2022,3,Financial Services,57979,68249938.53956848
3193,punjab,2022,3,Others,149921,107280498.83777893
3194,punjab,2022,4,Merchant payments,48358802,38162493193.40967
3195,punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
3196,punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
3197,punjab,2022,4,Financial Services,62809,72160390.22791913
3198,punjab,2022,4,Others,141255,111559653.62333827
3199,punjab,2023,1,Merchant payments,50683710,37462999833.0
3200,punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
3201,punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
3202,punjab,2023,1,Financial Services,70521,79209681.0
3203,punjab,2023,1,Others,149871,122150166.0
3204,punjab,2023,2,Merchant payments,64565961,41553118124.0
3205,punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
3206,punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
3207,punjab,2023,2,Financial Services,76961,95312222.0
3208,punjab,2023,2,Others,138303,105749751.0
3209,punjab,2023,3,Merchant payments,74881815,46565196649.0
3210,punjab,2023,3,Peer-to-peer payments,43379354,145286422875.0
3211,punjab,2023,3,Recharge & bill payments,13684178,13149660821.0
3212,punjab,2023,3,Financial Services,92473,129392229.0
3213,punjab,2023,3,Others,123361,94910163.0
3214,rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025
3215,rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634
3216,rajasthan,2018,1,Financial Services,202537,37125466.49571308
3217,rajasthan,2018,1,Merchant payments,184127,201212697.26059398
3218,rajasthan,2018,1,Others,358428,271943533.1341365
3219,rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.105427
3220,rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.422176
3221,rajasthan,2018,2,Merchant payments,345752,342809667.5935513
3222,rajasthan,2018,2,Financial Services,279471,52145152.93902289
3223,rajasthan,2018,2,Others,289826,311536696.6979239
3224,rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291
3225,rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.939968
3226,rajasthan,2018,3,Merchant payments,711240,445504998.0014268
3227,rajasthan,2018,3,Financial Services,230083,30185982.18078412
3228,rajasthan,2018,3,Others,300323,302431358.9473551
3229,rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682457
3230,rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.8320713
3231,rajasthan,2018,4,Merchant payments,1985927,1172254323.9731452
3232,rajasthan,2018,4,Financial Services,311632,40412563.014562674
3233,rajasthan,2018,4,Others,352432,374501619.8364362
3234,rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856
3235,rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.6204696
3236,rajasthan,2019,1,Merchant payments,3921438,1664209334.5681162
3237,rajasthan,2019,1,Financial Services,359993,36340412.57538466
3238,rajasthan,2019,1,Others,402042,373355289.5614773
3239,rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059
3240,rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211
3241,rajasthan,2019,2,Merchant payments,9026751,3435472167.201069
3242,rajasthan,2019,2,Financial Services,182685,34134486.762421735
3243,rajasthan,2019,2,Others,573881,461962878.5071422
3244,rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758
3245,rajasthan,2019,3,Merchant payments,19646612,6705923742.563935
3246,rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099
3247,rajasthan,2019,3,Financial Services,217029,37899900.33366185
3248,rajasthan,2019,3,Others,583575,407796030.8547787
3249,rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.291
3250,rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995
3251,rajasthan,2019,4,Merchant payments,20544791,9721826538.354998
3252,rajasthan,2019,4,Financial Services,101805,25014672.38444693
3253,rajasthan,2019,4,Others,468477,227573686.58499068
3254,rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.88968
3255,rajasthan,2020,1,Merchant payments,27880848,13643061482.35596
3256,rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81334
3257,rajasthan,2020,1,Financial Services,72604,34466606.25327997
3258,rajasthan,2020,1,Others,404317,200968968.6958118
3259,rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.30048
3260,rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691
3261,rajasthan,2020,2,Merchant payments,20756594,14354151782.39264
3262,rajasthan,2020,2,Financial Services,92875,76662259.20544848
3263,rajasthan,2020,2,Others,262619,142020149.829893
3264,rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432
3265,rajasthan,2020,3,Merchant payments,45149210,27714680562.343937
3266,rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553333
3267,rajasthan,2020,3,Financial Services,146383,113675141.51464571
3268,rajasthan,2020,3,Others,396352,193212778.7117864
3269,rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95026
3270,rajasthan,2020,4,Merchant payments,67367264,46142484518.08269
3271,rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97014
3272,rajasthan,2020,4,Financial Services,169294,136058685.85299307
3273,rajasthan,2020,4,Others,560171,351480425.6482615
3274,rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274
3275,rajasthan,2021,1,Merchant payments,96394132,61936457709.223076
3276,rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.344055
3277,rajasthan,2021,1,Financial Services,192936,162581466.93308985
3278,rajasthan,2021,1,Others,491137,347689722.9177618
3279,rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472
3280,rajasthan,2021,2,Merchant payments,97860493,69922875807.46701
3281,rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819714
3282,rajasthan,2021,2,Financial Services,216441,186606893.61035594
3283,rajasthan,2021,2,Others,620957,422031947.60023904
3284,rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
3285,rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
3286,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
3287,rajasthan,2021,3,Financial Services,197211,190362135.86135098
3288,rajasthan,2021,3,Others,815568,524328574.25040925
3289,rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
3290,rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
3291,rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
3292,rajasthan,2021,4,Financial Services,265091,263180819.6932125
3293,rajasthan,2021,4,Others,1034011,656777820.7586894
3294,rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
3295,rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
3296,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
3297,rajasthan,2022,1,Financial Services,244029,243340851.71204624
3298,rajasthan,2022,1,Others,956656,556409604.9103613
3299,rajasthan,2022,2,Merchant payments,336900860,208238945148.44
3300,rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
3301,rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
3302,rajasthan,2022,2,Financial Services,170705,175399371.37748802
3303,rajasthan,2022,2,Others,838365,452454748.2866859
3304,rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
3305,rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
3306,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
3307,rajasthan,2022,3,Financial Services,215235,220271929.84233993
3308,rajasthan,2022,3,Others,719925,449514643.6055006
3309,rajasthan,2022,4,Merchant payments,457778005,275194969877.524
3310,rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
3311,rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
3312,rajasthan,2022,4,Financial Services,244442,270658680.97924906
3313,rajasthan,2022,4,Others,725173,500361375.69058275
3314,rajasthan,2023,1,Merchant payments,484552414,276693132279.0
3315,rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
3316,rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
3317,rajasthan,2023,1,Financial Services,259195,274450998.0
3318,rajasthan,2023,1,Others,751791,498449614.0
3319,rajasthan,2023,2,Merchant payments,592487449,310487787699.0
3320,rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
3321,rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
3322,rajasthan,2023,2,Financial Services,289948,328805088.0
3323,rajasthan,2023,2,Others,734255,461148921.0
3324,rajasthan,2023,3,Merchant payments,704324393,341799936129.0
3325,rajasthan,2023,3,Peer-to-peer payments,438800339,1385976868598.0
3326,rajasthan,2023,3,Recharge & bill payments,93085762,71540658202.0
3327,rajasthan,2023,3,Financial Services,359675,484002475.0
3328,rajasthan,2023,3,Others,661998,423978212.0
3329,sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939
3330,sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872
3331,sikkim,2018,1,Merchant payments,1349,1677583.1440411464
3332,sikkim,2018,1,Financial Services,608,86906.81958101383
3333,sikkim,2018,1,Others,1597,1727920.8016103164
3334,sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585
3335,sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841
3336,sikkim,2018,2,Merchant payments,2556,4713227.148135973
3337,sikkim,2018,2,Financial Services,562,218130.12995975127
3338,sikkim,2018,2,Others,1788,2243974.0076642134
3339,sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216
3340,sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628
3341,sikkim,2018,3,Merchant payments,4521,5322296.747954514
3342,sikkim,2018,3,Financial Services,562,261766.8021705601
3343,sikkim,2018,3,Others,1801,1727241.758047811
3344,sikkim,2018,4,Recharge & bill payments,79232,16713780.628117373
3345,sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655
3346,sikkim,2018,4,Merchant payments,7452,12637809.239460425
3347,sikkim,2018,4,Financial Services,717,596472.7145790398
3348,sikkim,2018,4,Others,1681,1939965.7540404093
3349,sikkim,2019,1,Peer-to-peer payments,121984,422987999.89472675
3350,sikkim,2019,1,Recharge & bill payments,96878,20711589.874598008
3351,sikkim,2019,1,Merchant payments,18346,11837344.846847566
3352,sikkim,2019,1,Financial Services,1225,191594.23340424805
3353,sikkim,2019,1,Others,1854,2265105.53451732
3354,sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961
3355,sikkim,2019,2,Recharge & bill payments,142582,32535297.489453897
3356,sikkim,2019,2,Merchant payments,66722,28248001.02647286
3357,sikkim,2019,2,Financial Services,2294,310197.54774877685
3358,sikkim,2019,2,Others,4521,3756445.53226958
3359,sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317357
3360,sikkim,2019,3,Merchant payments,188753,52337322.5262961
3361,sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094
3362,sikkim,2019,3,Financial Services,288,548142.8999844441
3363,sikkim,2019,3,Others,4218,3672895.4901549704
3364,sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953
3365,sikkim,2019,4,Recharge & bill payments,181287,42705664.08625737
3366,sikkim,2019,4,Merchant payments,73992,43954548.804204434
3367,sikkim,2019,4,Financial Services,373,494076.3450829056
3368,sikkim,2019,4,Others,2947,2898164.4797200123
3369,sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782
3370,sikkim,2020,1,Recharge & bill payments,215586,53588505.838823974
3371,sikkim,2020,1,Merchant payments,79881,43201695.38937264
3372,sikkim,2020,1,Financial Services,345,175569.53933206247
3373,sikkim,2020,1,Others,1893,1745150.991195219
3374,sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993
3375,sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412
3376,sikkim,2020,2,Merchant payments,31442,34385184.65717751
3377,sikkim,2020,2,Financial Services,883,999656.0722047673
3378,sikkim,2020,2,Others,1291,936594.480283038
3379,sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112
3380,sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514
3381,sikkim,2020,3,Merchant payments,49299,58337178.67223759
3382,sikkim,2020,3,Financial Services,1252,1795366.733436462
3383,sikkim,2020,3,Others,1912,1378387.6172995246
3384,sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541
3385,sikkim,2020,4,Recharge & bill payments,301382,90168624.05415541
3386,sikkim,2020,4,Merchant payments,95503,112478003.86391157
3387,sikkim,2020,4,Financial Services,1427,2361187.592392395
3388,sikkim,2020,4,Others,2654,2537863.027923054
3389,sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867
3390,sikkim,2021,1,Recharge & bill payments,279679,93174110.112334
3391,sikkim,2021,1,Merchant payments,112925,154183320.1372872
3392,sikkim,2021,1,Financial Services,1844,3027799.2784099854
3393,sikkim,2021,1,Others,2038,1789867.7338266163
3394,sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091
3395,sikkim,2021,2,Recharge & bill payments,345495,103846501.52404109
3396,sikkim,2021,2,Merchant payments,153671,190473176.21848944
3397,sikkim,2021,2,Financial Services,1865,2851874.287465013
3398,sikkim,2021,2,Others,2542,1969531.0292125773
3399,sikkim,2021,3,Peer-to-peer payments,595826,2582075089.383399
3400,sikkim,2021,3,Recharge & bill payments,346173,111613776.75942023
3401,sikkim,2021,3,Merchant payments,213808,290732930.46291006
3402,sikkim,2021,3,Financial Services,1689,2624558.3857180667
3403,sikkim,2021,3,Others,3098,2290508.8169457563
3404,sikkim,2021,4,Peer-to-peer payments,831597,3548508409.656125
3405,sikkim,2021,4,Recharge & bill payments,376078,136473754.40071422
3406,sikkim,2021,4,Merchant payments,369343,504586163.5569785
3407,sikkim,2021,4,Financial Services,2269,3162023.7210206646
3408,sikkim,2021,4,Others,5058,4052910.300969372
3409,sikkim,2022,1,Peer-to-peer payments,916940,3650961081.00263
3410,sikkim,2022,1,Merchant payments,449273,570784579.6670712
3411,sikkim,2022,1,Recharge & bill payments,371579,139135962.10369253
3412,sikkim,2022,1,Financial Services,2124,3062332.163804472
3413,sikkim,2022,1,Others,4386,3487320.9262269526
3414,sikkim,2022,2,Peer-to-peer payments,1198014,4596501308.195931
3415,sikkim,2022,2,Merchant payments,706658,847497607.0893551
3416,sikkim,2022,2,Recharge & bill payments,411189,162174479.6973383
3417,sikkim,2022,2,Financial Services,1758,1861284.7969863976
3418,sikkim,2022,2,Others,4462,3070990.527526753
3419,sikkim,2022,3,Peer-to-peer payments,1222037,4173703593.656705
3420,sikkim,2022,3,Merchant payments,772650,830361400.9603965
3421,sikkim,2022,3,Recharge & bill payments,397207,153567926.32171312
3422,sikkim,2022,3,Financial Services,1538,2851319.5479129553
3423,sikkim,2022,3,Others,3326,2396303.4047308513
3424,sikkim,2022,4,Peer-to-peer payments,1548662,5175155338.821596
3425,sikkim,2022,4,Merchant payments,1033541,1096220774.255463
3426,sikkim,2022,4,Recharge & bill payments,470639,181281682.32208142
3427,sikkim,2022,4,Financial Services,2049,2701971.788609252
3428,sikkim,2022,4,Others,3448,3025622.2320622765
3429,sikkim,2023,1,Peer-to-peer payments,1779090,5451626602.0
3430,sikkim,2023,1,Merchant payments,1067585,1091745064.0
3431,sikkim,2023,1,Recharge & bill payments,543957,213517668.0
3432,sikkim,2023,1,Financial Services,2603,2801184.0
3433,sikkim,2023,1,Others,2893,2877504.0
3434,sikkim,2023,2,Peer-to-peer payments,2196285,6799375282.0
3435,sikkim,2023,2,Merchant payments,1616549,1523202088.0
3436,sikkim,2023,2,Recharge & bill payments,594826,251468530.0
3437,sikkim,2023,2,Financial Services,2790,3457083.0
3438,sikkim,2023,2,Others,2517,2847453.0
3439,sikkim,2023,3,Peer-to-peer payments,2187102,6245427022.0
3440,sikkim,2023,3,Merchant payments,2011690,1619166618.0
3441,sikkim,2023,3,Recharge & bill payments,600784,233423001.0
3442,sikkim,2023,3,Financial Services,3289,7262131.0
3443,sikkim,2023,3,Others,2072,1958649.0
3444,tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338.3951533
3445,tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934.085688
3446,tamil-nadu,2018,1,Merchant payments,326510,272002057.1736871
3447,tamil-nadu,2018,1,Financial Services,115363,31876073.74792233
3448,tamil-nadu,2018,1,Others,305588,280132294.11422664
3449,tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892955.8051775
3450,tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388.09562
3451,tamil-nadu,2018,2,Merchant payments,627918,517130320.4660308
3452,tamil-nadu,2018,2,Financial Services,167035,65402385.25640666
3453,tamil-nadu,2018,2,Others,298736,285794226.64323723
3454,tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660.044968
3455,tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955.205038
3456,tamil-nadu,2018,3,Merchant payments,1290978,733189649.5729834
3457,tamil-nadu,2018,3,Financial Services,191732,37049222.36590697
3458,tamil-nadu,2018,3,Others,332121,245838753.995272
3459,tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083690.57276
3460,tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329567.8245385
3461,tamil-nadu,2018,4,Merchant payments,3145621,1742903221.432857
3462,tamil-nadu,2018,4,Financial Services,228398,46571758.68242933
3463,tamil-nadu,2018,4,Others,451114,312185737.38152075
3464,tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081.44436
3465,tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317014.8660007
3466,tamil-nadu,2019,1,Merchant payments,4195222,1924461188.9900146
3467,tamil-nadu,2019,1,Financial Services,193261,31217137.545322973
3468,tamil-nadu,2019,1,Others,377347,256742393.28426796
3469,tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549.06981
3470,tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033639.8500404
3471,tamil-nadu,2019,2,Merchant payments,6296995,2690331792.5060787
3472,tamil-nadu,2019,2,Financial Services,70142,18334602.389631532
3473,tamil-nadu,2019,2,Others,437125,294847441.9421142
3474,tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331408.53966
3475,tamil-nadu,2019,3,Merchant payments,10344027,4079315732.661683
3476,tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354.4161515
3477,tamil-nadu,2019,3,Financial Services,88261,27213741.831077334
3478,tamil-nadu,2019,3,Others,453581,273599406.1898495
3479,tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341.27563
3480,tamil-nadu,2019,4,Merchant payments,16153034,6420193204.780616
3481,tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454397.562926
3482,tamil-nadu,2019,4,Financial Services,60624,24332240.65556671
3483,tamil-nadu,2019,4,Others,410980,206859328.2685905
3484,tamil-nadu,2020,1,Peer-to-peer payments,30880360,101907683045.28436
3485,tamil-nadu,2020,1,Merchant payments,21541556,8950736938.223478
3486,tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239429.7322235
3487,tamil-nadu,2020,1,Financial Services,61427,41422107.813630365
3488,tamil-nadu,2020,1,Others,335871,176604658.386683
3489,tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064.12332
3490,tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159.484189
3491,tamil-nadu,2020,2,Merchant payments,11477546,6909361871.628206
3492,tamil-nadu,2020,2,Financial Services,78584,89189349.84916353
3493,tamil-nadu,2020,2,Others,138405,65529451.74366937
3494,tamil-nadu,2020,3,Peer-to-peer payments,31754077,123561080533.04672
3495,tamil-nadu,2020,3,Merchant payments,20664887,12554589575.504852
3496,tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307.406668
3497,tamil-nadu,2020,3,Financial Services,129671,158512062.54590106
3498,tamil-nadu,2020,3,Others,207434,90281020.15995154
3499,tamil-nadu,2020,4,Peer-to-peer payments,47800741,172196381789.491
3500,tamil-nadu,2020,4,Merchant payments,41297305,24417758781.65223
3501,tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013.163391
3502,tamil-nadu,2020,4,Financial Services,153044,186775413.14290395
3503,tamil-nadu,2020,4,Others,364665,209735503.54521424
3504,tamil-nadu,2021,1,Peer-to-peer payments,57446279,206405230307.9611
3505,tamil-nadu,2021,1,Merchant payments,53811885,30722779534.582508
3506,tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915388.739548
3507,tamil-nadu,2021,1,Financial Services,170620,215319360.4840321
3508,tamil-nadu,2021,1,Others,301617,208899281.88347316
3509,tamil-nadu,2021,2,Peer-to-peer payments,60812902,216379027686.30246
3510,tamil-nadu,2021,2,Merchant payments,52048347,33504798112.88382
3511,tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942.255478
3512,tamil-nadu,2021,2,Financial Services,192614,225113402.6634022
3513,tamil-nadu,2021,2,Others,351547,223054882.44675264
3514,tamil-nadu,2021,3,Merchant payments,85074941,52932187058.575195
3515,tamil-nadu,2021,3,Peer-to-peer payments,83833356,296121079294.8346
3516,tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287081.611631
3517,tamil-nadu,2021,3,Financial Services,182097,246146707.2790811
3518,tamil-nadu,2021,3,Others,515319,294622911.6328684
3519,tamil-nadu,2021,4,Merchant payments,117578360,70539086832.13815
3520,tamil-nadu,2021,4,Peer-to-peer payments,104493071,353529424598.23047
3521,tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178477.53405
3522,tamil-nadu,2021,4,Financial Services,228761,275850497.094934
3523,tamil-nadu,2021,4,Others,691914,400412189.80491126
3524,tamil-nadu,2022,1,Merchant payments,139788772,81798208975.87326
3525,tamil-nadu,2022,1,Peer-to-peer payments,119383791,409631710258.4541
3526,tamil-nadu,2022,1,Recharge & bill payments,34579431,20705079141.096962
3527,tamil-nadu,2022,1,Financial Services,241201,298216135.377552
3528,tamil-nadu,2022,1,Others,579955,355987089.8306444
3529,tamil-nadu,2022,2,Merchant payments,179245529,100813133534.0309
3530,tamil-nadu,2022,2,Peer-to-peer payments,136341691,464333108374.5711
3531,tamil-nadu,2022,2,Recharge & bill payments,38257271,24477663683.793488
3532,tamil-nadu,2022,2,Financial Services,202498,233054908.96978933
3533,tamil-nadu,2022,2,Others,459948,277767177.03123105
3534,tamil-nadu,2022,3,Merchant payments,202149276,109801011246.16069
3535,tamil-nadu,2022,3,Peer-to-peer payments,148805657,493880482824.984
3536,tamil-nadu,2022,3,Recharge & bill payments,41919063,27694221703.16715
3537,tamil-nadu,2022,3,Financial Services,217741,238069828.1652185
3538,tamil-nadu,2022,3,Others,404438,265434770.79138052
3539,tamil-nadu,2022,4,Merchant payments,229308285,118847998736.56468
3540,tamil-nadu,2022,4,Peer-to-peer payments,162920305,526511418812.7734
3541,tamil-nadu,2022,4,Recharge & bill payments,43391904,29719449171.386997
3542,tamil-nadu,2022,4,Financial Services,295740,334812023.56560165
3543,tamil-nadu,2022,4,Others,400402,275988847.1474179
3544,tamil-nadu,2023,1,Merchant payments,248540772,124250251559.0
3545,tamil-nadu,2023,1,Peer-to-peer payments,169269032,554678365256.0
3546,tamil-nadu,2023,1,Recharge & bill payments,42745926,36069237413.0
3547,tamil-nadu,2023,1,Financial Services,281287,303893116.0
3548,tamil-nadu,2023,1,Others,375370,281926174.0
3549,tamil-nadu,2023,2,Merchant payments,270279446,132952561597.0
3550,tamil-nadu,2023,2,Peer-to-peer payments,181169979,603065358975.0
3551,tamil-nadu,2023,2,Recharge & bill payments,46387359,39784453434.0
3552,tamil-nadu,2023,2,Financial Services,273888,317118374.0
3553,tamil-nadu,2023,2,Others,318966,243058635.0
3554,tamil-nadu,2023,3,Merchant payments,309648502,147481033140.0
3555,tamil-nadu,2023,3,Peer-to-peer payments,198678217,641624213537.0
3556,tamil-nadu,2023,3,Recharge & bill payments,47138716,43398412878.0
3557,tamil-nadu,2023,3,Financial Services,320645,373041817.0
3558,tamil-nadu,2023,3,Others,298928,228563326.0
3559,telangana,2018,1,Recharge & bill payments,4209319,831912767.5937189
3560,telangana,2018,1,Peer-to-peer payments,3307245,11748268950.760422
3561,telangana,2018,1,Merchant payments,351474,282899066.6137372
3562,telangana,2018,1,Financial Services,262876,57011875.36233704
3563,telangana,2018,1,Others,391852,388111458.2121352
3564,telangana,2018,2,Peer-to-peer payments,4784079,20748520742.57553
3565,telangana,2018,2,Recharge & bill payments,4686542,1274130053.834579
3566,telangana,2018,2,Merchant payments,701082,551696487.3185428
3567,telangana,2018,2,Financial Services,277805,85498213.25384143
3568,telangana,2018,2,Others,315162,357356020.669816
3569,telangana,2018,3,Peer-to-peer payments,11560952,29253505738.828743
3570,telangana,2018,3,Recharge & bill payments,5328881,1568136060.627837
3571,telangana,2018,3,Merchant payments,1770075,855534175.4794186
3572,telangana,2018,3,Financial Services,307312,52554123.97376218
3573,telangana,2018,3,Others,365483,300363110.81379545
3574,telangana,2018,4,Peer-to-peer payments,15571288,44541667501.74112
3575,telangana,2018,4,Recharge & bill payments,7121135,2165870863.16865
3576,telangana,2018,4,Merchant payments,5315161,2356841304.9649296
3577,telangana,2018,4,Financial Services,392423,64569231.23559249
3578,telangana,2018,4,Others,521147,380139546.93821603
3579,telangana,2019,1,Peer-to-peer payments,40488967,87361237975.49301
3580,telangana,2019,1,Merchant payments,12341901,4144368545.535969
3581,telangana,2019,1,Recharge & bill payments,11525394,3619117615.485172
